ID;REFERENCIA;TIPO;TIPO1;TIPO2;TIPO3;LARGO;ANCHO;STOCK;DESCRIPCION;PNG;DWG
a445d6e4-cb3c-46cc-82ea-e730c35535a1;EV42BN20M;IMPLASER_B;EVACUACION;20METROS_VISION;BANDEROLA;447;447;False;Salida Habitual 20m;IMPLASER_B\EVACUACION\20METROS_VISION\BANDEROLA\EV42BN20M.png;IMPLASER_B\EVACUACION\20METROS_VISION\BANDEROLA\EV42BN20M.dwg
5dbcb236-419c-4b28-ac65-ae003f3ca65a;EV42BN30M;IMPLASER_B;EVACUACION;30METROS_VISION;BANDEROLA;670;670;False;Salida Habitual 30m;IMPLASER_B\EVACUACION\30METROS_VISION\BANDEROLA\EV42BN30M.png;IMPLASER_B\EVACUACION\30METROS_VISION\BANDEROLA\EV42BN30M.dwg
21343a4d-c436-4ac2-bf70-4b88c1cd77b0;EV42L;IMPLASER_A;EVACUACION;10METROS_VISION;PLANA;224;224;True;Salida Habitual;IMPLASER_A\EVACUACION\10METROS_VISION\PLANA\EV42L.png;IMPLASER_A\EVACUACION\10METROS_VISION\PLANA\EV42L.dwg
ea5f245d-6351-4a1f-b74c-ba18c8afef76;EV42L20M;IMPLASER_A;EVACUACION;20METROS_VISION;PLANA;447;447;False;Salida Habitual 20m;IMPLASER_A\EVACUACION\20METROS_VISION\PLANA\EV42L20M.png;IMPLASER_A\EVACUACION\20METROS_VISION\PLANA\EV42L20M.dwg
c90f9c7f-a95d-4c50-9885-07e9b10f9c48;EV42L30M;IMPLASER_A;EVACUACION;30METROS_VISION;PLANA;670;670;False;Salida Habitual 30m;IMPLASER_A\EVACUACION\30METROS_VISION\PLANA\EV42L30M.png;IMPLASER_A\EVACUACION\30METROS_VISION\PLANA\EV42L30M.dwg
2336a5b8-33e5-4c99-8dd6-b43b8ddf8489;EV42N;IMPLASER_B;EVACUACION;10METROS_VISION;PLANA;224;224;True;Salida Habitual;IMPLASER_B\EVACUACION\10METROS_VISION\PLANA\EV42N.png;IMPLASER_B\EVACUACION\10METROS_VISION\PLANA\EV42N.dwg
4b8f69a6-7205-4c5a-acda-9e38ee226da8;EV42N20M;IMPLASER_B;EVACUACION;20METROS_VISION;PLANA;447;447;False;Salida Habitual 20m;IMPLASER_B\EVACUACION\20METROS_VISION\PLANA\EV42N20M.png;IMPLASER_B\EVACUACION\20METROS_VISION\PLANA\EV42N20M.dwg
49631bc4-a0cc-405f-b4f5-977988ab0af5;EV42N30M;IMPLASER_B;EVACUACION;30METROS_VISION;PLANA;670;670;False;Salida Habitual 30m;IMPLASER_B\EVACUACION\30METROS_VISION\PLANA\EV42N30M.png;IMPLASER_B\EVACUACION\30METROS_VISION\PLANA\EV42N30M.dwg
8ac35e93-81a8-43b1-832f-b091d6fccdfc;EV42PL;IMPLASER_A;EVACUACION;10METROS_VISION;PANORAMICA;224;224;False;Salida Habitual;IMPLASER_A\EVACUACION\10METROS_VISION\PANORAMICA\EV42PL.png;IMPLASER_A\EVACUACION\10METROS_VISION\PANORAMICA\EV42PL.dwg
06fd03f2-2406-457f-a19c-a2d43972e7bb;EV42PL20M;IMPLASER_A;EVACUACION;20METROS_VISION;PANORAMICA;447;447;False;Salida Habitual 20m;IMPLASER_A\EVACUACION\20METROS_VISION\PANORAMICA\EV42PL20M.png;IMPLASER_A\EVACUACION\20METROS_VISION\PANORAMICA\EV42PL20M.dwg
91004927-97a2-4971-ac52-297404a95a3f;EV42PL30M;IMPLASER_A;EVACUACION;30METROS_VISION;PANORAMICA;670;670;False;Salida Habitual 30m;IMPLASER_A\EVACUACION\30METROS_VISION\PANORAMICA\EV42PL30M.png;IMPLASER_A\EVACUACION\30METROS_VISION\PANORAMICA\EV42PL30M.dwg
9828cb95-65cb-445d-84a0-e4cfad478b0d;EV42PN;IMPLASER_B;EVACUACION;10METROS_VISION;PANORAMICA;224;224;False;Salida Habitual;IMPLASER_A\EVACUACION\10METROS_VISION\PANORAMICA\EV42PN.png;IMPLASER_A\EVACUACION\10METROS_VISION\PANORAMICA\EV42PN.dwg
c7d97a15-97bd-4f7e-8948-bd9053b8f6e0;EV42PN20M;IMPLASER_B;EVACUACION;20METROS_VISION;PANORAMICA;447;447;False;Salida Habitual 20m;IMPLASER_B\EVACUACION\20METROS_VISION\PANORAMICA\EV42PN20M.png;IMPLASER_B\EVACUACION\20METROS_VISION\PANORAMICA\EV42PN20M.dwg
09f13946-fee8-40b3-b291-1cf8b014d393;EV42PN30M;IMPLASER_B;EVACUACION;30METROS_VISION;PANORAMICA;670;670;False;Salida Habitual 30m;IMPLASER_B\EVACUACION\30METROS_VISION\PANORAMICA\EV42PN30M.png;IMPLASER_B\EVACUACION\30METROS_VISION\PANORAMICA\EV42PN30M.dwg
0548e5ac-9d4c-44e9-b646-a09d28615638;EV53L;IMPLASER_A;EVACUACION;10METROS_VISION;PLANA;320;160;True;Salida Derecha Accesible;IMPLASER_A\EVACUACION\10METROS_VISION\PLANA\EV53L.png;IMPLASER_A\EVACUACION\10METROS_VISION\PLANA\EV53L.dwg
e11b319e-66f1-4328-a03f-e93b2ba3cf25;EV53N;IMPLASER_B;EVACUACION;10METROS_VISION;PLANA;320;160;True;Salida Derecha Accesible;IMPLASER_B\EVACUACION\10METROS_VISION\PLANA\EV53N.png;IMPLASER_B\EVACUACION\10METROS_VISION\PLANA\EV53N.dwg
2167e623-b9a7-408e-84f7-a100a9c24490;EV54L;IMPLASER_A;EVACUACION;10METROS_VISION;PLANA;320;160;True;Salida Izquierda Accesible;IMPLASER_A\EVACUACION\10METROS_VISION\PLANA\EV54L.png;IMPLASER_A\EVACUACION\10METROS_VISION\PLANA\EV54L.dwg
ef965b02-a2d2-4efe-9bea-234721b62182;EV54N;IMPLASER_B;EVACUACION;10METROS_VISION;PLANA;320;160;True;Salida Izquierda Accesible;IMPLASER_B\EVACUACION\10METROS_VISION\PLANA\EV54N.png;IMPLASER_B\EVACUACION\10METROS_VISION\PLANA\EV54N.dwg
214b59ec-9e18-4f04-8693-32e83a966e0c;EV55BL;IMPLASER_A;EVACUACION;10METROS_VISION;BANDEROLA;320;160;False;Recorrido derecha;IMPLASER_A\EVACUACION\10METROS_VISION\BANDEROLA\EV55BL.png;IMPLASER_A\EVACUACION\10METROS_VISION\BANDEROLA\EV55BL.dwg
453536ce-44c3-4164-8c1d-55680b36674c;EV55BL20M;IMPLASER_A;EVACUACION;20METROS_VISION;BANDEROLA;632;316;False;Recorrido derecha 20m;IMPLASER_A\EVACUACION\20METROS_VISION\BANDEROLA\EV55BL20M.png;IMPLASER_A\EVACUACION\20METROS_VISION\BANDEROLA\EV55BL 20M.dwg
cc33ae0b-c36c-4ed4-b4e2-14ab53c4085a;EV55BN;IMPLASER_B;EVACUACION;10METROS_VISION;BANDEROLA;320;160;False;Recorrido derecha;IMPLASER_B\EVACUACION\10METROS_VISION\BANDEROLA\EV55BN.png;IMPLASER_B\EVACUACION\10METROS_VISION\BANDEROLA\EV55BN.dwg
cd5a4aaf-d23f-4106-baba-c1131e8a160e;EV55BN20M;IMPLASER_B;EVACUACION;20METROS_VISION;BANDEROLA;632;316;False;Recorrido derecha 20m;IMPLASER_B\EVACUACION\20METROS_VISION\BANDEROLA\EV55BN20M.png;IMPLASER_B\EVACUACION\20METROS_VISION\BANDEROLA\EV55BN20M.dwg
13234805-18d5-436a-961f-a0fdbe66d2ce;EV55BTL;IMPLASER_A;EVACUACION;10METROS_VISION;BANDEROLA_TECHO;320;160;False;Recorrido derecha;IMPLASER_A\EVACUACION\10METROS_VISION\BANDEROLA_TECHO\EV55BTL.png;IMPLASER_A\EVACUACION\10METROS_VISION\BANDEROLA_TECHO\EV55BTL.dwg
d88ea614-304a-4f34-a23c-f371bde4f8dc;EV55BTN;IMPLASER_B;EVACUACION;10METROS_VISION;BANDEROLA_TECHO;320;160;False;Recorrido derecha;IMPLASER_B\EVACUACION\10METROS_VISION\BANDEROLA_TECHO\EV55BTN.png;IMPLASER_B\EVACUACION\10METROS_VISION\BANDEROLA_TECHO\EV55BTN.dwg
